Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition
USGSCSAS,BDP,03132-metadata.xml,Resource Citation,"U.S. Geological Survey, Gap Analysis Program 20130401 U.S. Geological Survey Gap Analysis Program Species Ranges maps and data U.S. Geological Survey Gap Analysis Program Species Ranges Unknown Idaho U.S. Geological Survey Gap Analysis Program http://gapanalysis.usgs.gov/species/data/download/ ftp://ftp.gap.uidaho.edu/outgoing/ModelingStatus/GAPModelingStatus.csv http://dx.doi.org/10.5066/F7Q81B3R",/metadata/idinfo/citation/citeinfo,"/bdp:metadata/bdp:idinfo/bdp:citation/bdp:citeinfo"
USGSCSAS,BDP,03132-metadata.xml,Abstract,"GAP species range data show a coarse representation of the total areal extent of a species or the geographic limits within which a species can be found (Morrison and Hall 2002). To represent these geographic limits, GAP compiled existing GAP data, where available, and NatureServe data (Patterson et al. 2003, Ridgely et al. 2007, NatureServe 2010) IUCN data (IUCN 2004), where needed. Data provided by GAP in collaboration with the Northwest Gap Analysis Project (NWGAP), the Southwest Regional Gap Analysis Project (SWReGAP), the Southeast Gap Analysis Project (SEGAP), the Alaska Gap Analysis Project (AKGAP), the Hawaii Gap Analysis Project (HIGAP), the Puerto Rico Gap Analysis Project (PRGAP), and the U.S. Virgin Islands Gap Analysis Project (USVIGAP). Web map services for species ranges can be accessed via: http://gis1.usgs.gov/arcgis/rest/services/NAT_Species_Birds http://gis1.usgs.gov/arcgis/rest/services/NAT_Species_Mammals http://gis1.usgs.gov/arcgis/rest/services/NAT_Species_Amphibians http://gis1.usgs.gov/arcgis/rest/services/NAT_Species_Reptiles A table listing all of GAP's available web map services can be found here: http://gapanalysis.usgs.gov/species/data/web-map-services/ Bird data provided by NatureServe in collaboration with Robert Ridgely, James Zook, The Nature Conservancy's Migratory Bird Program, Conservation International's Center for Applied Biodiversity Science (CABS), World Wildlife Fund US, and Environment Canada's WILDSPACE. Mammal data provided by NatureServe in collaboration with Bruce Patterson, Wes Sechrest, Marcelo Tognelli, Gerardo Ceballos, The Nature Conservancy's Migratory Bird Program, Conservation International's CABS, World Wildlife Fund US, and Environment Canada's WILDSPACE. Reptile data were provided by the International Union for Conservation of Nature and Natural Resources (IUCN). Amphibian data developed as part of the Global Amphibian Assessment and provided by IUCN-World Conservation Union, Conservation International and NatureServe. Once the needed range data were compiled it was intersected with Natural Resource Conservation Service National Watershed Boundary dataset of 12-digit hydrological units for the US (U.S. Geological Survey and U.S. Department of Agriculture, Natural Resources Conservation Service 2009). Range data were attributed with information regarding occurrence/presence, origin, reproductive use, and seasonal use from GAP regional projects (SWReGAP, SEGAP, NWGAP, AKGAP, HIGAP, PRGAP, and USVIGAP), NatureServe data, and IUCN data. GAP used the best information available to create these species ranges; however GAP seeks to improve and update these data as new information becomes available. These species range data provide the biological context within which to build our species distribution models. Recommended citation: U.S. Geological Survey Gap Analysis Program (USGS-GAP). [Year]. National Species Ranges. Available: http://gapanalysis.usgs.gov. Accessed [date].",/metadata/idinfo/descript/abstract,"/bdp:metadata/bdp:idinfo/bdp:descript/bdp:abstract"
USGSCSAS,BDP,03132-metadata.xml,Unknown,"The mission of the U.S. Geological Survey Gap Analysis Program (GAP; http://gapanalysis.usgs.gov) is to provide state, regional, and national biodiversity assessments of the conservation status of native vertebrate species and natural land cover types and to facilitate the application of this information to land management activities. Species range data are required to assess overall species richness across the U.S as well as to delimit the area within which distribution models are created. The goal of GAP is to keep common species common by identifying species and plant communities not adequately represented in existing conservation lands. Common species are those not currently threatened with extinction. By providing these data, land managers and policy makers can make better-informed decisions when identifying priority areas for conservation.",/metadata/idinfo/descript/purpose,Undefined
USGSCSAS,BDP,03132-metadata.xml,Unknown,"2013",/metadata/idinfo/timeperd/timeinfo/sngdate/caldate,Undefined
USGSCSAS,BDP,03132-metadata.xml,Unknown,"publication date",/metadata/idinfo/timeperd/current,Undefined
USGSCSAS,BDP,03132-metadata.xml,Resource Status,"In work as needed",/metadata/idinfo/status,"/bdp:metadata/bdp:idinfo/bdp:status"
USGSCSAS,BDP,03132-metadata.xml,Site,"North America",/metadata/idinfo/spdom/descgeog,"/bdp:metadata/bdp:idinfo/bdp:spdom/bdp:descgeog"
USGSCSAS,BDP,03132-metadata.xml,Bounding Box,"175 -64 72 16",/metadata/idinfo/spdom/bounding,"/bdp:metadata/bdp:idinfo/bdp:spdom/bdp:bounding"
USGSCSAS,BDP,03132-metadata.xml,Spatial Extent,"175 -64 72 16",/metadata/idinfo/spdom/bounding,"/bdp:metadata/bdp:idinfo/bdp:spdom/bdp:bounding"
USGSCSAS,BDP,03132-metadata.xml,Keyword Vocabulary,"None",/metadata/idinfo/keywords/theme/themekt,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekt"
USGSCSAS,BDP,03132-metadata.xml,Keyword Type,"None",/metadata/idinfo/keywords/theme/themekt,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekt"
USGSCSAS,BDP,03132-metadata.xml,Theme Keyword,"Species Range",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"Species Range",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Theme Keyword,"GAP",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"GAP",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Theme Keyword,"Gap Analysis",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"Gap Analysis",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Theme Keyword,"12-digit hydrologic units",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"12-digit hydrologic units",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Theme Keyword,"12-digit HUCs",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"12-digit HUCs",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Theme Keyword,"Conservation",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"Conservation",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Theme Keyword,"Biodiversity",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"Biodiversity",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword Vocabulary,"ISO 19115 Topic Category",/metadata/idinfo/keywords/theme/themekt,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekt"
USGSCSAS,BDP,03132-metadata.xml,Keyword Type,"ISO 19115 Topic Category",/metadata/idinfo/keywords/theme/themekt,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekt"
USGSCSAS,BDP,03132-metadata.xml,Theme Keyword,"biota",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"biota",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword Vocabulary,"NGDA Portfolio Themes",/metadata/idinfo/keywords/theme/themekt,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekt"
USGSCSAS,BDP,03132-metadata.xml,Keyword Type,"NGDA Portfolio Themes",/metadata/idinfo/keywords/theme/themekt,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekt"
USGSCSAS,BDP,03132-metadata.xml,Theme Keyword,"biota",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"biota",/metadata/idinfo/keywords/theme/themekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:theme/bdp:themekey"
USGSCSAS,BDP,03132-metadata.xml,Place Keyword Vocabulary,"None",/metadata/idinfo/keywords/place/placekt,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:place/bdp:placekt"
USGSCSAS,BDP,03132-metadata.xml,Place Keyword,"United States",/metadata/idinfo/keywords/place/placekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:place/bdp:placekey"
USGSCSAS,BDP,03132-metadata.xml,Keyword,"United States",/metadata/idinfo/keywords/place/placekey,"/bdp:metadata/bdp:idinfo/bdp:keywords/bdp:place/bdp:placekey"
USGSCSAS,BDP,03132-metadata.xml,Rights,"These data are in the public domain.",/metadata/idinfo/accconst,"/bdp:metadata/bdp:idinfo/bdp:accconst"
USGSCSAS,BDP,03132-metadata.xml,Resource Access Constraints,"These data are in the public domain.",/metadata/idinfo/accconst,"/bdp:metadata/bdp:idinfo/bdp:accconst"
