Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition,DocumentLocation
Dryad,Dryad,00759-metadata.xml,Unknown,"http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd",/dryad:DryadDataFile/@xsi:schemaLocation,Undefined,/dryad:DryadDataFile/@xsi:schemaLocation
Dryad,Dryad,00759-metadata.xml,Resource Type,"file",/dryad:DryadDataFile/dcterms:type,"/*/dcterms:type",/dryad:DryadDataFile/dcterms:type[1]
Dryad,Dryad,00759-metadata.xml,Author,"Clark, Emily S.",/dryad:DryadDataFile/dcterms:creator,"/*/dcterms:creator",/dryad:DryadDataFile/dcterms:creator[1]
Dryad,Dryad,00759-metadata.xml,Author / Originator,"Clark, Emily S.",/dryad:DryadDataFile/dcterms:creator,"/*/dcterms:creator",/dryad:DryadDataFile/dcterms:creator[1]
Dryad,Dryad,00759-metadata.xml,Author,"Pompini, Manuel",/dryad:DryadDataFile/dcterms:creator,"/*/dcterms:creator",/dryad:DryadDataFile/dcterms:creator[2]
Dryad,Dryad,00759-metadata.xml,Author / Originator,"Pompini, Manuel",/dryad:DryadDataFile/dcterms:creator,"/*/dcterms:creator",/dryad:DryadDataFile/dcterms:creator[2]
Dryad,Dryad,00759-metadata.xml,Author,"Marques da Cunha, Lucas",/dryad:DryadDataFile/dcterms:creator,"/*/dcterms:creator",/dryad:DryadDataFile/dcterms:creator[3]
Dryad,Dryad,00759-metadata.xml,Author / Originator,"Marques da Cunha, Lucas",/dryad:DryadDataFile/dcterms:creator,"/*/dcterms:creator",/dryad:DryadDataFile/dcterms:creator[3]
Dryad,Dryad,00759-metadata.xml,Author,"Wedekind, Claus",/dryad:DryadDataFile/dcterms:creator,"/*/dcterms:creator",/dryad:DryadDataFile/dcterms:creator[4]
Dryad,Dryad,00759-metadata.xml,Author / Originator,"Wedekind, Claus",/dryad:DryadDataFile/dcterms:creator,"/*/dcterms:creator",/dryad:DryadDataFile/dcterms:creator[4]
Dryad,Dryad,00759-metadata.xml,Resource Title,"Functional Ecology data file 2",/dryad:DryadDataFile/dcterms:title,"/*/dcterms:title",/dryad:DryadDataFile/dcterms:title[1]
Dryad,Dryad,00759-metadata.xml,Resource Identifier,"http://dx.doi.org/10.5061/dryad.t91gr/2",/dryad:DryadDataFile/dcterms:identifier,"/*/dcterms:identifier",/dryad:DryadDataFile/dcterms:identifier[1]
Dryad,Dryad,00759-metadata.xml,Resource Identifier,"http://dx.doi.org/10.5061/dryad.t91gr/2",/dryad:DryadDataFile/dcterms:identifier,"/*/dcterms:identifier",/dryad:DryadDataFile/dcterms:identifier[2]
Dryad,Dryad,00759-metadata.xml,Rights,"http://creativecommons.org/publicdomain/zero/1.0/",/dryad:DryadDataFile/dcterms:rights,"/*/dcterms:rights",/dryad:DryadDataFile/dcterms:rights[1]
Dryad,Dryad,00759-metadata.xml,Abstract,"Hatchling lenght and yolk sac dimensions",/dryad:DryadDataFile/dcterms:description,"/*/dcterms:description",/dryad:DryadDataFile/dcterms:description[1]
Dryad,Dryad,00759-metadata.xml,Keyword,"Coregonus",/dryad:DryadDataFile/dcterms:subject,"/*/dcterms:subject",/dryad:DryadDataFile/dcterms:subject[1]
Dryad,Dryad,00759-metadata.xml,Keyword,"salmonid",/dryad:DryadDataFile/dcterms:subject,"/*/dcterms:subject",/dryad:DryadDataFile/dcterms:subject[2]
Dryad,Dryad,00759-metadata.xml,Keyword,"quantitative genetics",/dryad:DryadDataFile/dcterms:subject,"/*/dcterms:subject",/dryad:DryadDataFile/dcterms:subject[3]
Dryad,Dryad,00759-metadata.xml,Keyword,"host-pathogen interaction",/dryad:DryadDataFile/dcterms:subject,"/*/dcterms:subject",/dryad:DryadDataFile/dcterms:subject[4]
Dryad,Dryad,00759-metadata.xml,Keyword,"reaction norms",/dryad:DryadDataFile/dcterms:subject,"/*/dcterms:subject",/dryad:DryadDataFile/dcterms:subject[5]
Dryad,Dryad,00759-metadata.xml,Keyword,"heritability",/dryad:DryadDataFile/dcterms:subject,"/*/dcterms:subject",/dryad:DryadDataFile/dcterms:subject[6]
Dryad,Dryad,00759-metadata.xml,Keyword,"susceptibility to infection",/dryad:DryadDataFile/dcterms:subject,"/*/dcterms:subject",/dryad:DryadDataFile/dcterms:subject[7]
Dryad,Dryad,00759-metadata.xml,Taxonomic Extent,"Coregonus palaea",/dryad:DryadDataFile/dwc:scientificName,"/*/dwc:scientificName",/dryad:DryadDataFile/dwc:scientificName[1]
Dryad,Dryad,00759-metadata.xml,Spatial Extent,"Lake Geneva",/dryad:DryadDataFile/dcterms:spatial,"/*/dcterms:spatial",/dryad:DryadDataFile/dcterms:spatial[1]
Dryad,Dryad,00759-metadata.xml,Spatial Extent,"Switzerland",/dryad:DryadDataFile/dcterms:spatial,"/*/dcterms:spatial",/dryad:DryadDataFile/dcterms:spatial[2]
Dryad,Dryad,00759-metadata.xml,Temporal Extent,"Holocene",/dryad:DryadDataFile/dcterms:temporal,"/*/dcterms:temporal",/dryad:DryadDataFile/dcterms:temporal[1]
Dryad,Dryad,00759-metadata.xml,Resource Creation/Revision Date,"2013-11-11T16:52:13Z",/dryad:DryadDataFile/dcterms:dateSubmitted,"/*/dcterms:dateSubmitted",/dryad:DryadDataFile/dcterms:dateSubmitted[1]
Dryad,Dryad,00759-metadata.xml,Resource Creation Date,"2013-11-11T16:52:13Z",/dryad:DryadDataFile/dcterms:dateSubmitted,"/*/dcterms:dateSubmitted",/dryad:DryadDataFile/dcterms:dateSubmitted[1]
Dryad,Dryad,00759-metadata.xml,Publication Date,"2013-11-11T16:52:13Z",/dryad:DryadDataFile/dcterms:available,"/*/dcterms:available",/dryad:DryadDataFile/dcterms:available[1]
Dryad,Dryad,00759-metadata.xml,Embargo Date,"2013-11-11T16:52:13Z",/dryad:DryadDataFile/dcterms:available,"/*/dcterms:available",/dryad:DryadDataFile/dcterms:available[1]
Dryad,Dryad,00759-metadata.xml,Lineage Statement,"Step: dryadAcceptEditReject - action:dryadAcceptEditRejectAction Entered publication blackout by Dryad Queue(dryad.queue@gmail.com) on 2013-10-22T18:29:35Z (GMT)",/dryad:DryadDataFile/dcterms:provenance,"/*/dcterms:provenance",/dryad:DryadDataFile/dcterms:provenance[1]
Dryad,Dryad,00759-metadata.xml,Resource Lineage,"Step: dryadAcceptEditReject - action:dryadAcceptEditRejectAction Entered publication blackout by Dryad Queue(dryad.queue@gmail.com) on 2013-10-22T18:29:35Z (GMT)",/dryad:DryadDataFile/dcterms:provenance,"/*/dcterms:provenance",/dryad:DryadDataFile/dcterms:provenance[1]
