Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition,DocumentLocation
SEAD,CSDGM,02766-metadata.xml,Unknown,"http://www.fgdc.gov/metadata/fgdc-std-001-1998.xsd",/metadata/@xsi:noNamespaceSchemaLocation,Undefined,/metadata/@xsi:noNamespaceSchemaLocation
SEAD,CSDGM,02766-metadata.xml,Unknown,"Zhou, Quan",/metadata/idinfo/citation/citeinfo/origin,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/origin[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"20150504",/metadata/idinfo/citation/citeinfo/pubdate,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/pubdate[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"vortex2_vis_test_bag",/metadata/idinfo/citation/citeinfo/title,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/title[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"http://seadva.d2i.indiana.edu:8181/sead-access/#entity;http://seadva.d2i.indiana.edu/sead-wf/entity/8326",/metadata/idinfo/citation/citeinfo/onlink,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/onlink[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Daily Regional Weather Forecasts in Support of Vortex2. The visualization visually conveys points in space and time where weather forecast captured a confirmed tornado siting. The visualization uses times series and three-dimensional geospatial visualization techniques to display spatial distribution and temporal relation for Vortex2 data set. The video employs voice-over and text to convey importance of forecast in relation to actual weather.",/metadata/idinfo/descript/abstract,Undefined,/metadata/idinfo[1]/descript[1]/abstract[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Data related to study of Earth Surface Dynamics",/metadata/idinfo/descript/purpose,Undefined,/metadata/idinfo[1]/descript[1]/purpose[1]
SEAD,CSDGM,02766-metadata.xml,Start Time,"20070101",/metadata/idinfo/timeperd/timeinfo/rngdates/begdate,"/metadata/idinfo/timeperd/timeinfo/rngdates/begdate|/metadata/idinfo/timeperd/timeinfo/rngdates/begtime",/metadata/idinfo[1]/timeperd[1]/timeinfo[1]/rngdates[1]/begdate[1]
SEAD,CSDGM,02766-metadata.xml,End Time,"20070101",/metadata/idinfo/timeperd/timeinfo/rngdates/enddate,"/metadata/idinfo/timeperd/timeinfo/rngdates/enddate|/metadata/idinfo/timeperd/timeinfo/rngdates/endtime",/metadata/idinfo[1]/timeperd[1]/timeinfo[1]/rngdates[1]/enddate[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"ground condition",/metadata/idinfo/timeperd/current,Undefined,/metadata/idinfo[1]/timeperd[1]/current[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Complete",/metadata/idinfo/status/progress,Undefined,/metadata/idinfo[1]/status[1]/progress[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"As needed",/metadata/idinfo/status/update,Undefined,/metadata/idinfo[1]/status[1]/update[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"-180.0",/metadata/idinfo/spdom/bounding/westbc,Undefined,/metadata/idinfo[1]/spdom[1]/bounding[1]/westbc[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"180.0",/metadata/idinfo/spdom/bounding/eastbc,Undefined,/metadata/idinfo[1]/spdom[1]/bounding[1]/eastbc[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"90.0",/metadata/idinfo/spdom/bounding/northbc,Undefined,/metadata/idinfo[1]/spdom[1]/bounding[1]/northbc[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"-90.0",/metadata/idinfo/spdom/bounding/southbc,Undefined,/metadata/idinfo[1]/spdom[1]/bounding[1]/southbc[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"None",/metadata/idinfo/keywords/theme/themekt,Undefined,/metadata/idinfo[1]/keywords[1]/theme[1]/themekt[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Angelo Reserve",/metadata/idinfo/keywords/theme/themekey,Undefined,/metadata/idinfo[1]/keywords[1]/theme[1]/themekey[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Eel Watershed",/metadata/idinfo/keywords/theme/themekey,Undefined,/metadata/idinfo[1]/keywords[1]/theme[1]/themekey[2]
SEAD,CSDGM,02766-metadata.xml,Unknown,"None",/metadata/idinfo/keywords/place/placekt,Undefined,/metadata/idinfo[1]/keywords[1]/place[1]/placekt[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Angelo Reserve",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[1]/placekey[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Eel Watershed",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[1]/placekey[2]
SEAD,CSDGM,02766-metadata.xml,Unknown,"North Fork Eel",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[1]/placekey[3]
SEAD,CSDGM,02766-metadata.xml,Unknown,"South Fork Eel",/metadata/idinfo/keywords/place/placekey,Undefined,/metadata/idinfo[1]/keywords[1]/place[1]/placekey[4]
SEAD,CSDGM,02766-metadata.xml,Unknown,"None",/metadata/idinfo/keywords/temporal/tempkt,Undefined,/metadata/idinfo[1]/keywords[1]/temporal[1]/tempkt[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Januray 2007",/metadata/idinfo/keywords/temporal/tempkey,Undefined,/metadata/idinfo[1]/keywords[1]/temporal[1]/tempkey[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Public",/metadata/idinfo/accconst,Undefined,/metadata/idinfo[1]/accconst[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Permission from Owner only",/metadata/idinfo/useconst,Undefined,/metadata/idinfo[1]/useconst[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"20070101",/metadata/metainfo/metd,Undefined,/metadata/metainfo[1]/metd[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"null",/metadata/metainfo/metc/cntinfo/cntperp/cntper,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntperp[1]/cntper[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Mailing",/metadata/metainfo/metc/cntinfo/cntaddr/addrtype,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntaddr[1]/addrtype[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Unknown",/metadata/metainfo/metc/cntinfo/cntaddr/city,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntaddr[1]/city[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Unknown",/metadata/metainfo/metc/cntinfo/cntaddr/state,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntaddr[1]/state[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"00000",/metadata/metainfo/metc/cntinfo/cntaddr/postal,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntaddr[1]/postal[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"Unknown",/metadata/metainfo/metc/cntinfo/cntvoice,Undefined,/metadata/metainfo[1]/metc[1]/cntinfo[1]/cntvoice[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"FGDC Standard for Digital Geospatial Metadata",/metadata/metainfo/metstdn,Undefined,/metadata/metainfo[1]/metstdn[1]
SEAD,CSDGM,02766-metadata.xml,Unknown,"FGDC-STD-001-1998",/metadata/metainfo/metstdv,Undefined,/metadata/metainfo[1]/metstdv[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Campbell, Karen",/metadata/idinfo/citation/citeinfo/origin,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/origin[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Morin, Paul",/metadata/idinfo/citation/citeinfo/origin,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/origin[2]
SEAD,CSDGM,02767-metadata.xml,Unknown,"20070101",/metadata/idinfo/citation/citeinfo/pubdate,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/pubdate[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"3D Maps",/metadata/idinfo/citation/citeinfo/title,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/title[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"MN USA",/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/pubinfo[1]/pubplace[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"National Center for Earth-surface Dynamics Data Repository",/metadata/idinfo/citation/citeinfo/pubinfo/publish,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/pubinfo[1]/publish[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"https://repository.nced.umn.edu/browser.php?dataset_id=9",/metadata/idinfo/citation/citeinfo/onlink,Undefined,/metadata/idinfo[1]/citation[1]/citeinfo[1]/onlink[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NCED is currently involved in researching the effectiveness of anaglyph maps in the classroom and are working with educators and scientists to interpret various Earth-surface processes. Based on the findings of the research, various activities and interpretive information will be developed and available for educators to use in their classrooms. Keep checking back with this website because activities and maps are always being updated. We believe that anaglyph maps are an important tool in helping students see the world and are working to further develop materials and activities to support educators in their use of the maps.",/metadata/idinfo/descript/abstract,Undefined,/metadata/idinfo[1]/descript[1]/abstract[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"scientific research tool",/metadata/idinfo/descript/purpose,Undefined,/metadata/idinfo[1]/descript[1]/purpose[1]
SEAD,CSDGM,02767-metadata.xml,Start Time,"Unknown",/metadata/idinfo/timeperd/timeinfo/rngdates/begdate,"/metadata/idinfo/timeperd/timeinfo/rngdates/begdate|/metadata/idinfo/timeperd/timeinfo/rngdates/begtime",/metadata/idinfo[1]/timeperd[1]/timeinfo[1]/rngdates[1]/begdate[1]
SEAD,CSDGM,02767-metadata.xml,End Time,"Unknown",/metadata/idinfo/timeperd/timeinfo/rngdates/enddate,"/metadata/idinfo/timeperd/timeinfo/rngdates/enddate|/metadata/idinfo/timeperd/timeinfo/rngdates/endtime",/metadata/idinfo[1]/timeperd[1]/timeinfo[1]/rngdates[1]/enddate[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"publication date",/metadata/idinfo/timeperd/current,Undefined,/metadata/idinfo[1]/timeperd[1]/current[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"In work",/metadata/idinfo/status/progress,Undefined,/metadata/idinfo[1]/status[1]/progress[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"Irregular",/metadata/idinfo/status/update,Undefined,/metadata/idinfo[1]/status[1]/update[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"-180.0",/metadata/idinfo/spdom/bounding/westbc,Undefined,/metadata/idinfo[1]/spdom[1]/bounding[1]/westbc[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"180.0",/metadata/idinfo/spdom/bounding/eastbc,Undefined,/metadata/idinfo[1]/spdom[1]/bounding[1]/eastbc[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"90.0",/metadata/idinfo/spdom/bounding/northbc,Undefined,/metadata/idinfo[1]/spdom[1]/bounding[1]/northbc[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"-90.0",/metadata/idinfo/spdom/bounding/southbc,Undefined,/metadata/idinfo[1]/spdom[1]/bounding[1]/southbc[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Science Keywords",/metadata/idinfo/keywords/theme/themekt,Undefined,/metadata/idinfo[1]/keywords[1]/theme[1]/themekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"EARTH SCIENCE > LAND SURFACE > TOPOGRAPHY",/metadata/idinfo/keywords/theme/themekey,Undefined,/metadata/idinfo[1]/keywords[1]/theme[1]/themekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Science and Services Keywords",/metadata/idinfo/keywords/theme/themekt,Undefined,/metadata/idinfo[1]/keywords[1]/theme[2]/themekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"EARTH SCIENCE SERVICES > EDUCATION/OUTREACH",/metadata/idinfo/keywords/theme/themekey,Undefined,/metadata/idinfo[1]/keywords[1]/theme[2]/themekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"NASA Global Change Master Directory (GCMD) Science and Services Keywords",/metadata/idinfo/keywords/theme/themekt,Undefined,/metadata/idinfo[1]/keywords[1]/theme[3]/themekt[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"EARTH SCIENCE SERVICES > EDUCATION/OUTREACH > EXHIBIT MATERIALS",/metadata/idinfo/keywords/theme/themekey,Undefined,/metadata/idinfo[1]/keywords[1]/theme[3]/themekey[1]
SEAD,CSDGM,02767-metadata.xml,Unknown,"ISO 19115 Topic Categories",/metadata/idinfo/keywords/theme/themekt,Undefined,/metadata/idinfo[1]/keywords[1]/theme[4]/themekt[1]
