Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition,DocumentLocation
ESA,EML,03632-metadata.xml,Unknown,"esa.101.2",/eml:eml/@packageId,Undefined,/eml:eml/@packageId
ESA,EML,03632-metadata.xml,Unknown,"knb",/eml:eml/@system,Undefined,/eml:eml/@system
ESA,EML,03632-metadata.xml,Unknown,"eml://ecoinformatics.org/eml-2.1.1 eml.xsd",/eml:eml/@xsi:schemaLocation,Undefined,/eml:eml/@xsi:schemaLocation
ESA,EML,03632-metadata.xml,Security Constraints,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03632-metadata.xml,Resource Access Constraints,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03632-metadata.xml,Metadata Access Constraints,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03632-metadata.xml,Metadata Use Constraints,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03632-metadata.xml,Resource Status,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03632-metadata.xml,Unknown,"Map Data avaliable at the California Seafloor Mapping Project website",/eml:eml/dataset/alternateIdentifier,Undefined,/eml:eml/dataset[1]/alternateIdentifier[1]
ESA,EML,03632-metadata.xml,Unknown,"National Marine Fisheries Service, Fisheries Ecology Division, Santa Cruz",/eml:eml/dataset/alternateIdentifier/@system,Undefined,/eml:eml/dataset[1]/alternateIdentifier[1]/@system
ESA,EML,03632-metadata.xml,Resource Title,"Presence -absense data of macro benthic invertebrates within the Santa Barbara Channel, California",/eml:eml/dataset/title,"/eml:eml/*/title",/eml:eml/dataset[1]/title[1]
ESA,EML,03632-metadata.xml,Resource Long Name,"Presence -absense data of macro benthic invertebrates within the Santa Barbara Channel, California",/eml:eml/dataset/title,"/eml:eml/*/title",/eml:eml/dataset[1]/title[1]
ESA,EML,03632-metadata.xml,Author,"National Marine Fisheries Service, Fisheries Ecology Division, Santa Cruz",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[1]
ESA,EML,03632-metadata.xml,Author / Originator,"National Marine Fisheries Service, Fisheries Ecology Division, Santa Cruz",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[1]
ESA,EML,03632-metadata.xml,Author,"Ecological Society of America",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[2]
ESA,EML,03632-metadata.xml,Author / Originator,"Ecological Society of America",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[2]
ESA,EML,03632-metadata.xml,Author,"Lisa Krigsman National Marine Fisheries Service, Fisheries Ecology Division, Santa Cruz 110 Shaffer Road, Santa Cruz California 95060 USA 831-420-3971 831-420-3980 lisa.krigsman@noaa.gov",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[3]
ESA,EML,03632-metadata.xml,Author / Originator,"Lisa Krigsman National Marine Fisheries Service, Fisheries Ecology Division, Santa Cruz 110 Shaffer Road, Santa Cruz California 95060 USA 831-420-3971 831-420-3980 lisa.krigsman@noaa.gov",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[3]
ESA,EML,03632-metadata.xml,Metadata Contact,"Lisa Krigsman",/eml:eml/dataset/metadataProvider,"/eml:eml/*/metadataProvider",/eml:eml/dataset[1]/metadataProvider[1]
ESA,EML,03632-metadata.xml,Contributor Name,"Lisa Krigsman associatedParty",/eml:eml/dataset/associatedParty,"/eml:eml/*/associatedParty",/eml:eml/dataset[1]/associatedParty[1]
ESA,EML,03632-metadata.xml,Resource Creation/Revision Date,"2011-12-08",/eml:eml/dataset/pubDate,"/eml:eml/*/pubDate",/eml:eml/dataset[1]/pubDate[1]
ESA,EML,03632-metadata.xml,Publication Date,"2011-12-08",/eml:eml/dataset/pubDate,"/eml:eml/*/pubDate",/eml:eml/dataset[1]/pubDate[1]
ESA,EML,03632-metadata.xml,Abstract,"Data was collected from within the Santa Barbara Channel from Refugio State Beach to Hueneme Canyon. Visual surveys of the seafloor were conducted 29 September to 8 October 2008 and 10 to 20 August 2009 using a camera sled towed from the R/V Shearwater. The camera sled was towed one meter above the seafloor at approximately one knot along transects roughly one nautical mile in length. Ten second observations were made on benthic macro-organisms to lowest possible taxa, primary (>50% coverage within the viewed area during the 10-second sample) and secondary (>20% coverage within the viewed area during the 10-second sample) substratum type (e.g., rock, sand, etc.), and abiotic complexity (measured as low, medium, and high) based on small-scale variations in height of the seafloor surface. Numeric habitat classes of 1, 2, or 3 was assigned to each 10-second sample by combining observations of primary and secondary substrata with abiotic complexity. We developed generalized linear models (GLMs) to predict the probability of occurrence for the most frequently observed macro-invertebrate taxa. Presence-absence data from the 10-second samples were fit to binomial GLMs with logit link functions (multiple logistic regression) using alternative combinations of three covariates (block, also known as location, depth, and habitat class) and all possible 2-way interaction terms. Models were validated and using a program called MGET maps were created showing predicted probabilities of occurrence within the Santa Barbara Channel.",/eml:eml/dataset/abstract,"/eml:eml/*/abstract",/eml:eml/dataset[1]/abstract[1]
ESA,EML,03632-metadata.xml,Keyword,"deep-sea coral",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[1]
ESA,EML,03632-metadata.xml,Keyword,"Generalized Linear Models",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[2]
ESA,EML,03632-metadata.xml,Keyword,"Predictive species distribution maps",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[3]
ESA,EML,03632-metadata.xml,Keyword,"California Seafloor Mapping Project",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[4]
ESA,EML,03632-metadata.xml,Keyword Vocabulary,"None",/eml:eml/dataset/keywordSet/keywordThesaurus,"/eml:eml/*/keywordSet/keywordThesaurus",/eml:eml/dataset[1]/keywordSet[1]/keywordThesaurus[1]
ESA,EML,03632-metadata.xml,Supplemental Information,"All map data, including bathymetry, backscatter, and seafloor character type are available at California Seafloor Mapping Project website.",/eml:eml/dataset/additionalInfo,"/eml:eml/*/additionalInfo",/eml:eml/dataset[1]/additionalInfo[1]
ESA,EML,03632-metadata.xml,Rights,"no restrictions",/eml:eml/dataset/intellectualRights,"/eml:eml/*/intellectualRights",/eml:eml/dataset[1]/intellectualRights[1]
ESA,EML,03632-metadata.xml,Resource Use Constraints,"no restrictions",/eml:eml/dataset/intellectualRights,"/eml:eml/*/intellectualRights",/eml:eml/dataset[1]/intellectualRights[1]
ESA,EML,03632-metadata.xml,Resource Distribution,"http://walrus.wr.usgs.gov/mapping/csmp/progress.html",/eml:eml/dataset/distribution,"/eml:eml/*/distribution",/eml:eml/dataset[1]/distribution[1]
ESA,EML,03632-metadata.xml,Resource Distribution,"digital",/eml:eml/dataset/distribution,"/eml:eml/*/distribution",/eml:eml/dataset[1]/distribution[2]
ESA,EML,03632-metadata.xml,Temporal Extent,"2008-09-29 2009-08-20",/eml:eml/dataset/coverage/temporalCoverage,"/eml:eml/*/coverage/temporalCoverage",/eml:eml/dataset[1]/coverage[1]/temporalCoverage[1]
ESA,EML,03632-metadata.xml,Spatial Extent,"Santa Barbara Channel -120.1694 -119.1753 34.4436 34.0794",/eml:eml/dataset/coverage/geographicCoverage,"/eml:eml/*/coverage/geographicCoverage",/eml:eml/dataset[1]/coverage[1]/geographicCoverage[1]
ESA,EML,03632-metadata.xml,Taxonomic Extent,"Gotshall, D. W. 2005. Guide to marine invertebrates: Alaska to Baja California, 2nd Edition (Revised). Sea Challengers, Monterey, California, USA. Order Pennatulacea Class Ophiuroidea Order Scleractinia Class Hydrozoa",/eml:eml/dataset/coverage/taxonomicCoverage,"/eml:eml/*/coverage/taxonomicCoverage",/eml:eml/dataset[1]/coverage[1]/taxonomicCoverage[1]
ESA,EML,03632-metadata.xml,Resource Contact,"Lisa Krigsman National Marine Fisheries Service, Fisheries Ecology Division, Santa Cruz 110 Shaffer Road, Santa Cruz California 95060 USA 831-420-3971 831-420-3980 lisa.krigsman@noaa.gov",/eml:eml/dataset/contact,"/eml:eml/*/contact",/eml:eml/dataset[1]/contact[1]
ESA,EML,03632-metadata.xml,Process Step,"Video analysis to record presence-absence data on benthic macro-invertebrates Geo-referenced video and still images were reviewed in the laboratory using MediaMapper (Red Hen Systems, Inc., Fort Collins, Colorado, USA) to assign a numeric habitat class of 1, 2, or 3 to a 10-second samples by combining observations of primary and secondary substrata with abiotic complexity (Cochrane and Lafferty 2002, Cochrane 2008). Habitat class 1 included less complex, unconsolidated sediments (e.g., soft sand or mud); habitat class 2 comprised moderately complex, mixed sediments (e.g., flat rock outcrops or cobbles); and habitat class 3 included highly complex rugose rock. Presence-absence data for benthic, non-mobile macro-organisms was also collected while in the field and back in the laboratory. Organisms were identified to the lowest possible taxonomic category or they were identified based on descriptive characteristics. Our study was located in the Santa Barbara Channel from Refugio State Beach to Hueneme Canyon. (i.e., Refugio, Coal Oil Point, Santa Barbara, Ventura, and Hueneme Canyon); no data were collected from the area offshore of Carpinteria due to poor sea conditions. The camera sled was towed one meter above the seafloor at approximately one knot along transects roughly one nautical mile in length. Water depths ranged from 9 to 150 m. Real-time observations were made by a biologist and a geologist during 10-second intervals at the top of every minute. These observations were recorded using a pre-programmed key pad interfaced with the navigation data.",/eml:eml/dataset/methods,"/eml:eml/*/methods",/eml:eml/dataset[1]/methods[1]
ESA,EML,03632-metadata.xml,Resource Lineage,"Video analysis to record presence-absence data on benthic macro-invertebrates Geo-referenced video and still images were reviewed in the laboratory using MediaMapper (Red Hen Systems, Inc., Fort Collins, Colorado, USA) to assign a numeric habitat class of 1, 2, or 3 to a 10-second samples by combining observations of primary and secondary substrata with abiotic complexity (Cochrane and Lafferty 2002, Cochrane 2008). Habitat class 1 included less complex, unconsolidated sediments (e.g., soft sand or mud); habitat class 2 comprised moderately complex, mixed sediments (e.g., flat rock outcrops or cobbles); and habitat class 3 included highly complex rugose rock. Presence-absence data for benthic, non-mobile macro-organisms was also collected while in the field and back in the laboratory. Organisms were identified to the lowest possible taxonomic category or they were identified based on descriptive characteristics. Our study was located in the Santa Barbara Channel from Refugio State Beach to Hueneme Canyon. (i.e., Refugio, Coal Oil Point, Santa Barbara, Ventura, and Hueneme Canyon); no data were collected from the area offshore of Carpinteria due to poor sea conditions. The camera sled was towed one meter above the seafloor at approximately one knot along transects roughly one nautical mile in length. Water depths ranged from 9 to 150 m. Real-time observations were made by a biologist and a geologist during 10-second intervals at the top of every minute. These observations were recorded using a pre-programmed key pad interfaced with the navigation data.",/eml:eml/dataset/methods,"/eml:eml/*/methods",/eml:eml/dataset[1]/methods[1]
ESA,EML,03633-metadata.xml,Unknown,"esa.92.2",/eml:eml/@packageId,Undefined,/eml:eml/@packageId
ESA,EML,03633-metadata.xml,Unknown,"knb",/eml:eml/@system,Undefined,/eml:eml/@system
ESA,EML,03633-metadata.xml,Unknown,"eml://ecoinformatics.org/eml-2.1.1 eml.xsd",/eml:eml/@xsi:schemaLocation,Undefined,/eml:eml/@xsi:schemaLocation
ESA,EML,03633-metadata.xml,Security Constraints,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03633-metadata.xml,Resource Access Constraints,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03633-metadata.xml,Metadata Access Constraints,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03633-metadata.xml,Metadata Use Constraints,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03633-metadata.xml,Resource Status,"uid=esaadmin,o=NCEAS,dc=ecoinformatics,dc=org all cn=knb-prod,o=NCEAS,dc=ecoinformatics,dc=org all cn=esa-moderators,dc=ecoinformatics,dc=org all uid=regetz,o=NCEAS,dc=ecoinformatics,dc=org read write public read",/eml:eml/access,"/eml:eml/access",/eml:eml/access[1]
ESA,EML,03633-metadata.xml,Unknown,"OSIBI_2007-2009",/eml:eml/dataset/alternateIdentifier,Undefined,/eml:eml/dataset[1]/alternateIdentifier[1]
ESA,EML,03633-metadata.xml,Unknown,"University of Alberta",/eml:eml/dataset/alternateIdentifier/@system,Undefined,/eml:eml/dataset[1]/alternateIdentifier[1]/@system
ESA,EML,03633-metadata.xml,Resource Title,"Plant community composition, environmental, and land-use data from oil sands reclamation and reference wetlands",/eml:eml/dataset/title,"/eml:eml/*/title",/eml:eml/dataset[1]/title[1]
ESA,EML,03633-metadata.xml,Resource Long Name,"Plant community composition, environmental, and land-use data from oil sands reclamation and reference wetlands",/eml:eml/dataset/title,"/eml:eml/*/title",/eml:eml/dataset[1]/title[1]
ESA,EML,03633-metadata.xml,Author,"University of Alberta",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[1]
ESA,EML,03633-metadata.xml,Author / Originator,"University of Alberta",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[1]
ESA,EML,03633-metadata.xml,Author,"Ecological Society of America",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[2]
ESA,EML,03633-metadata.xml,Author / Originator,"Ecological Society of America",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[2]
ESA,EML,03633-metadata.xml,Author,"Rebecca Rooney University of Alberta CW405 Biological Sciences Bldg Edmonton Alberta T6G 2E9 CANADA (780) 722-7633 rrooney@ualberta.ca",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[3]
ESA,EML,03633-metadata.xml,Author / Originator,"Rebecca Rooney University of Alberta CW405 Biological Sciences Bldg Edmonton Alberta T6G 2E9 CANADA (780) 722-7633 rrooney@ualberta.ca",/eml:eml/dataset/creator,"/eml:eml/*/creator",/eml:eml/dataset[1]/creator[3]
ESA,EML,03633-metadata.xml,Metadata Contact,"Rebecca Rooney",/eml:eml/dataset/metadataProvider,"/eml:eml/*/metadataProvider",/eml:eml/dataset[1]/metadataProvider[1]
ESA,EML,03633-metadata.xml,Contributor Name,"Rebecca Rooney associatedParty",/eml:eml/dataset/associatedParty,"/eml:eml/*/associatedParty",/eml:eml/dataset[1]/associatedParty[1]
ESA,EML,03633-metadata.xml,Contributor Name,"Dr. Suzanne Bayley Co-owner",/eml:eml/dataset/associatedParty,"/eml:eml/*/associatedParty",/eml:eml/dataset[1]/associatedParty[2]
ESA,EML,03633-metadata.xml,Resource Creation/Revision Date,"2011-02-16",/eml:eml/dataset/pubDate,"/eml:eml/*/pubDate",/eml:eml/dataset[1]/pubDate[1]
ESA,EML,03633-metadata.xml,Publication Date,"2011-02-16",/eml:eml/dataset/pubDate,"/eml:eml/*/pubDate",/eml:eml/dataset[1]/pubDate[1]
ESA,EML,03633-metadata.xml,Abstract,"Our goal was to evaluate the success of wetland reclamation efforts on oil sands mining company lease-holdings in Alberta, Canada. Already 60,200 ha of land have been disturbed by mining, and an additional 419,800 ha will be mined in the future. Wetland reclamation efforts have been underway for 35 years, and current mine closure plans call for the construction of 15,840 ha of wetland habitat. There are, however, no accepted criteria by which the Alberta Government can evaluate constructed wetlands. We employed the reference condition approach, comparing reclamation wetlands to appropriate natural analogues with plants as bioindicators of wetland condition. The dataset includes 74 wetlands, spanning a range in salinity, nutrient levels, size, and degree of human disturbance. Reclamation wetlands include those contaminated with oil sands tailings (oil sands process affected, OSPA, n = 13) and those free from tailings (oil sands reference, OSREF, n = 12). In contrast, some natural wetlands are exposed to agricultural impacts (AG, n = 12), but the majority represent our least-disturbed condition (reference wetlands, REF, n = 37). The dataset includes species relative abundance from plant communities in the wet meadow, emergent, and open-water vegetation zones. In addition, we measured water and sediment chemistry variables and physical variables to quantify local environmental conditions. We also quantified land-use surrounding 45 of the wetlands in a series of nested buffers ranging from 300 m to 2000 m from the edge of each wetland's open-water zone. This dataset represents the most comprehensive, publicly available data on reclamation wetlands from the lease areas of the two largest oil sands mining companies. It might be used to investigate changes in wetland plant community composition along both natural and human-caused environmental gradients, including contamination by oil sands mine tails. The data could also inform studies into the effects of surrounding land-use on wetland plants and local-level environmental conditions. Information about reclamation wetlands could serve as a basis for tracking reclamation trajectories over time, whereas information about reference wetlands could be used to characterize natural variability in plant communities in shallow open-water wetlands from the Boreal Plains ecoregion.",/eml:eml/dataset/abstract,"/eml:eml/*/abstract",/eml:eml/dataset[1]/abstract[1]
ESA,EML,03633-metadata.xml,Keyword,"oil sands",/eml:eml/dataset/keywordSet/keyword,"/eml:eml/*/keywordSet/keyword[not(contains(@keywordType,"place"))andnot(contains(@keywordType,"place"))andnot(contains(@keywordType,"thematic"))andnot(contains(@keywordType,"temporal"))andnot(contains(@keywordType,"discipline"))andnot(contains(@keywordType,"stratum"))andnot(contains(@keywordType,"taxonomic"))]",/eml:eml/dataset[1]/keywordSet[1]/keyword[1]
