Record,Concept,XPath,Content
02509-metadata.xml,Resource Title,/metadata/idinfo/citation/citeinfo/title,"DWSAP Assessment for 0900652-004: ECHO CHALET INC / H WELL 02/100 M OF TANK"
02509-metadata.xml,Resource Creation/Revision Date,/metadata/idinfo/citation/citeinfo/pubdate,"20021108"
02509-metadata.xml,Abstract,/metadata/idinfo/descript/abstract,"A source water assessment identifies the vulnerability of the drinking water supply to contamination from typical human activities. The assessments are intended to facilitate and provide the basic information necessary for a local community to develop a program to protect the drinking water supply."
02509-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"drinking water"
02509-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"health"
02509-metadata.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"contaminants"
02509-metadata.xml,Keyword Vocabulary,/metadata/idinfo/keywords/theme/themekt,"ISO 19115 Topic Category"
02509-metadata.xml,Metadata Contact,/metadata/metainfo/metc/cntinfo,"Information Center for the Environment http://ice.ucdavis.edu Rob Coman mailing University of California, Davis One Shields Avenue Davis CA 95616 USA"
02509-metadata.xml,Resource Contact,/metadata/idinfo/ptcontac,"California Department of Public Health, CDPH Leah Godsey Walker, P.E. - Chief, Division of Drinking Water and Environmental Management mailing 1615 Capitol Avenue Sacramento CA 95815-5015 USA"
02509-metadata.xml,Organization Name,/metadata/idinfo/citation/citeinfo/origin,"El Dorado County"
02509-metadata.xml,Phone,/metadata/metainfo/metc/cntinfo/cntvoice,""
02509-metadata.xml,Author,/metadata/idinfo/citation/citeinfo/origin,"El Dorado County"
02509-metadata.xml,Publication Date,/metadata/idinfo/citation/citeinfo/pubdate,"20021108"
02509-metadata.xml,Publisher,/metadata/idinfo/citation/citeinfo/pubinfo/publish,"California Department of Public Health"
02509-metadata.xml,Publisher Location,/metadata/idinfo/citation/citeinfo/pubinfo/pubplace,"Sacramento, CA"
02509-metadata.xml,Presentation Form,/metadata/idinfo/citation/citeinfo/geoform,""
02509-metadata.xml,Resource Citation,/metadata/idinfo/citation/citeinfo,"El Dorado County 20021108 DWSAP Assessment for 0900652-004: ECHO CHALET INC / H WELL 02/100 M OF TANK Sacramento, CA California Department of Public Health http://www.cdph.ca.gov/certlic/drinkingwater/Pages/DWSAP.aspx"
02509-metadata.xml,Purpose,/metadata/idinfo/descript/purpose,"An assessment includes a delineation of an area around a drinking water source through which contaminants might move and reach that drinking water supply. Included is an inventory list of activities that might lead to the release of microbiological or chemical contaminants within the delineated area. The California Drinking Water Source Assessment and Protection (DWSAP) Program document, (http://www.cdph.ca.gov/certlic/drinkingwater/documents/DWSAPGuidance/DWSAP_document.pdf) describes procedures for conducting drinking water source assessments. It conveys the goals and objectives that CDPH seeks to accomplish with the DWSAP program, along with methods that are technically appropriate and easily understood."
02509-metadata.xml,Lineage Statement,/metadata/dataqual/lineage,""
