Record,Concept,XPath,Content
03878-metadata.xml,Resource Title,/eml:eml/dataset/title,"BIO4, Temperature Seasonality (standard deviation *100), 2040-2069, IPCC AR4 Scenario B1, NIES"
03878-metadata.xml,Resource Contact,/eml:eml/dataset/contact,"University of Kansas Biodiversity Institute 1345 Jayhawk Boulevard, Room 606 Lawrence Kansas 66045 United States lifemapper@ku.edu http://lifemapper.org"
03878-metadata.xml,Organization Name,/eml:eml/dataset/creator/organizationName,"Lifemapper"
03878-metadata.xml,Organization Name,/eml:eml/dataset/contact/organizationName,"University of Kansas Biodiversity Institute"
03878-metadata.xml,Author,/eml:eml/dataset/creator,"Lifemapper"
03878-metadata.xml,Resource Identifier,/eml:eml/@packageId,"kubi.lifemapper.sdm.layers.548"
03878-metadata.xml,Southernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,"-60.0"
03878-metadata.xml,Northernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,"90.0"
03878-metadata.xml,Westernmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,"-180.0"
03878-metadata.xml,Easternmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,"180.0"
03878-metadata.xml,Start Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,"2040"
03878-metadata.xml,End Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,"2069"
03878-metadata.xml,Author / Originator,/eml:eml/dataset/creator,"Lifemapper"
03878-metadata.xml,Originating Organization,/eml:eml/dataset/creator/organizationName,"Lifemapper"
03878-metadata.xml,Bounding Box,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,"-180.0 180.0 90.0 -60.0"
03878-metadata.xml,Temporal Extent,/eml:eml/dataset/coverage/temporalCoverage,"2040 2069"
03878-metadata.xml,Resource Long Name,/eml:eml/dataset/title,"BIO4, Temperature Seasonality (standard deviation *100), 2040-2069, IPCC AR4 Scenario B1, NIES"
03878-metadata.xml,Spatial Extent,/eml:eml/dataset/coverage/geographicCoverage,"Bounding box (EPSG:4326) - (-180.0, -60.0, 180.0, 90.0) -180.0 180.0 90.0 -60.0"
03878-metadata.xml,Resource Identifier Type,/eml:eml/@system,"kubi.lifemapper"
03878-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"Predicted"
03878-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"standard deviation"
03878-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"temperature"
03878-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"seasonality"
03879-metadata.xml,Resource Title,/eml:eml/dataset/title,"BIO1, Annual Mean Temperature, 2010-2039, IPCC AR4 Scenario A1B, NIES"
03879-metadata.xml,Resource Contact,/eml:eml/dataset/contact,"University of Kansas Biodiversity Institute 1345 Jayhawk Boulevard, Room 606 Lawrence Kansas 66045 United States lifemapper@ku.edu http://lifemapper.org"
03879-metadata.xml,Organization Name,/eml:eml/dataset/creator/organizationName,"Lifemapper"
03879-metadata.xml,Organization Name,/eml:eml/dataset/contact/organizationName,"University of Kansas Biodiversity Institute"
03879-metadata.xml,Author,/eml:eml/dataset/creator,"Lifemapper"
03879-metadata.xml,Resource Identifier,/eml:eml/@packageId,"kubi.lifemapper.sdm.layers.450"
03879-metadata.xml,Southernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,"-60.0"
03879-metadata.xml,Northernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,"90.0"
03879-metadata.xml,Westernmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,"-180.0"
03879-metadata.xml,Easternmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,"180.0"
03879-metadata.xml,Start Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,"2010"
03879-metadata.xml,End Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,"2039"
03879-metadata.xml,Author / Originator,/eml:eml/dataset/creator,"Lifemapper"
03879-metadata.xml,Originating Organization,/eml:eml/dataset/creator/organizationName,"Lifemapper"
03879-metadata.xml,Bounding Box,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,"-180.0 180.0 90.0 -60.0"
03879-metadata.xml,Temporal Extent,/eml:eml/dataset/coverage/temporalCoverage,"2010 2039"
03879-metadata.xml,Resource Long Name,/eml:eml/dataset/title,"BIO1, Annual Mean Temperature, 2010-2039, IPCC AR4 Scenario A1B, NIES"
03879-metadata.xml,Spatial Extent,/eml:eml/dataset/coverage/geographicCoverage,"Bounding box (EPSG:4326) - (-180.0, -60.0, 180.0, 90.0) -180.0 180.0 90.0 -60.0"
03879-metadata.xml,Resource Identifier Type,/eml:eml/@system,"kubi.lifemapper"
03879-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"Predicted"
03879-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"annual"
