Record,Concept,XPath,Content
04174-metadata.xml,Resource Title,/eml:eml/dataset/title,"Fire History in Interior Ponderosa Pine Communities of the Black Hills, South Dakota, USA."
04174-metadata.xml,Abstract,/eml:eml/dataset/abstract,"Chronologies of fire events were reconstructed from crossdated fire-scarred ponderosa pine trees for four sites in the south-central Black Hills. Compared to other ponderosa pine forests in the southwest US or southern Rocky Mountains, these communities burned less frequently. For all sites combined, and using all fires detected, the mean fire interval (MFI), or number of years between fire years, was 16 years (± 14 SD) for the period 1388 to 1900. When a yearly minimum percentage of trees recording scars of ≥ 25% is imposed, the MFI was 20 years (± 14 SD). The length of the most recent fire-free period (104 years, from 1890 to 1994) exceeds the longest intervals in the pre-settlement era (before ca. 1874), and is likely the result of human-induced land use changes. Based on fire scar position within annual rings, most past fires occurred late in the growing season or after growth had ceased for the year. These findings have important implications for management of ponderosa pine forests in the Black Hills and for understanding the role of fire in pre-settlement ecosystem function. Brown, P.M. and C.H. Sieg. 1996. Fire History in Interior Ponderosa Pine Communities of the Black Hills, South Dakota, USA. Journal of Wildland Fire 6(3), 97-105."
04174-metadata.xml,Resource Contact,/eml:eml/dataset/contact,"Cathy Whitlock Montana State University Director, Montana Institute on Ecosystems (406) 994-6910 whitlock@montana.edu"
04174-metadata.xml,Organization Name,/eml:eml/dataset/creator/organizationName,"Rocky Mountain Tree-Ring Research, Inc."
04174-metadata.xml,Organization Name,/eml:eml/dataset/contact/organizationName,"Montana State University"
04174-metadata.xml,Author,/eml:eml/dataset/creator,"P.M. Brown Rocky Mountain Tree-Ring Research, Inc."
04174-metadata.xml,Author,/eml:eml/dataset/creator,"C.H. Sieg"
04174-metadata.xml,Resource Identifier,/eml:eml/@packageId,"MontanaIOE.112.2"
04174-metadata.xml,Southernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,"43.73"
04174-metadata.xml,Northernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,"43.75"
04174-metadata.xml,Westernmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,"-103.851"
04174-metadata.xml,Easternmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,"-103.83"
04174-metadata.xml,Author / Originator,/eml:eml/dataset/creator,"P.M. Brown Rocky Mountain Tree-Ring Research, Inc."
04174-metadata.xml,Author / Originator,/eml:eml/dataset/creator,"C.H. Sieg"
04174-metadata.xml,Originating Organization,/eml:eml/dataset/creator/organizationName,"Rocky Mountain Tree-Ring Research, Inc."
04174-metadata.xml,Author / Originator Identifier,/eml:eml/dataset/creator/@id,"1404009741620"
04174-metadata.xml,Author / Originator Identifier,/eml:eml/dataset/creator/@id,"1404009744765"
04174-metadata.xml,Bounding Box,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,"-103.851 -103.83 43.75 43.73"
04174-metadata.xml,Rights,/eml:eml/dataset/intellectualRights,"The broad spectrum of possible applications of paleoenvironmental data suggests an array of potential users of the database, ranging from the original collectors of the data, their collaborators, interested scientists, reviewers, meta-analysts, resource managers and educators. We would like published data in the database to be available without restrictions and free of cost. For end users to get the most value from the records, it is important that data be archived in a format that can be interpreted by non-specialists both now and in the future. Our central goal has been to ensure that users can easily access the raw data and correctly interpret the records."
04174-metadata.xml,Security Constraints,/eml:eml/access,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write"
04174-metadata.xml,Resource Access Constraints,/eml:eml/access,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write"
04174-metadata.xml,Resource Use Constraints,/eml:eml/dataset/intellectualRights,"The broad spectrum of possible applications of paleoenvironmental data suggests an array of potential users of the database, ranging from the original collectors of the data, their collaborators, interested scientists, reviewers, meta-analysts, resource managers and educators. We would like published data in the database to be available without restrictions and free of cost. For end users to get the most value from the records, it is important that data be archived in a format that can be interpreted by non-specialists both now and in the future. Our central goal has been to ensure that users can easily access the raw data and correctly interpret the records."
04174-metadata.xml,Metadata Access Constraints,/eml:eml/access,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write"
04174-metadata.xml,Metadata Use Constraints,/eml:eml/access,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write"
04174-metadata.xml,Resource Long Name,/eml:eml/dataset/title,"Fire History in Interior Ponderosa Pine Communities of the Black Hills, South Dakota, USA."
04174-metadata.xml,Spatial Extent,/eml:eml/dataset/coverage/geographicCoverage,"Data Coverage: Black Hills -103.851 -103.83 43.75 43.73"
04174-metadata.xml,Resource Status,/eml:eml/access,"public read cn=viglesias,ou=people,dc=rcg,dc=montana,dc=edu read write cn=cwhitlock,ou=people,dc=rcg,dc=montana,dc=edu read write"
04174-metadata.xml,Resource Identifier Type,/eml:eml/@system,"knb"
04174-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"pinus ponderosa"
04174-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"mean fire interval"
04174-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"fire chronology"
04174-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"fire scars"
04174-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"crossdating"
04174-metadata.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"dendrochronology"
04175-metadata.xml,Resource Title,/eml:eml/dataset/title,"Chronological refinement of an ice core record at Upper Fremont Glacier in south central North America"
