Record,Concept,XPath,Content
00000-metadata.xml,Resource Title,/eml:eml/dataset/title,"Nutrient concentrations from porewater samples at a Spartina alterniflora-dominated salt marsh at Goat Island, North Inlet, Georgetown, SC."
00000-metadata.xml,Resource Creation/Revision Date,/eml:eml/dataset/pubDate,"2006"
00000-metadata.xml,Abstract,/eml:eml/dataset/abstract,"Porewater samples from a Spartina alterniflora-dominated salt marsh on Goat Island, North Inlet, Georgetown, SC were analyzed for ammonium, phosphate, sulfide and chloride concentrations."
00000-metadata.xml,Metadata Contact,/eml:eml/dataset/metadataProvider,"Plum Island Ecosystems LTER Program The Ecosystems Center Marine Biological Lab 7 MBL St Woods Hole MA 02543 USA (508) 289 7485 pie_im@mbl.edu http://ecosystems.mbl.edu/PIE/"
00000-metadata.xml,Resource Contact,/eml:eml/dataset/contact,"Information Manager LTER Network Office UNM Biology Department, MSC03-2020 1 University of New Mexico Albuquerque NM 87131-0001 USA 505 277-2535 505 277-2541 tech-support@lternet.edu http://www.lternet.edu"
00000-metadata.xml,Resource Contact,/eml:eml/dataset/contact,"Data Manager The Ecosystems Center Marine Biological Lab 7 MBL St Woods Hole MA 02543 USA (508) 289 7485 pie_im@mbl.edu http://ecosystems.mbl.edu/PIE/"
00000-metadata.xml,Organization Name,/eml:eml/dataset/creator/organizationName,"Plum Island Ecosystems LTER Program"
00000-metadata.xml,Organization Name,/eml:eml/dataset/creator/organizationName,"Plum Island Ecosystems LTER Program"
00000-metadata.xml,Organization Name,/eml:eml/dataset/metadataProvider/organizationName,"Plum Island Ecosystems LTER Program"
00000-metadata.xml,Organization Name,/eml:eml/dataset/contact/organizationName,"LTER Network Office"
00000-metadata.xml,Organization Name,/eml:eml/dataset/publisher/organizationName,"Plum Island Ecosystems LTER"
00000-metadata.xml,Author,/eml:eml/dataset/creator,"Plum Island Ecosystems LTER Program Jim Morris Dept of Biological Sciences University of SC Columbia SC 29208 USA"
00000-metadata.xml,Author,/eml:eml/dataset/creator,"Plum Island Ecosystems LTER Program Karen Sundberg Baruch Marine Field Laboratory University of SC PO Box 1630 Georgetown SC 29442 USA"
00000-metadata.xml,Publication Date,/eml:eml/dataset/pubDate,"2006"
00000-metadata.xml,Publisher,/eml:eml/dataset/publisher,"Plum Island Ecosystems LTER The Ecosystems Center Marine Biological Lab 7 MBL St Woods Hole MA 02543 USA (508) 289 7485 pie_im@mbl.edu http://ecosystems.mbl.edu/PIE/"
00000-metadata.xml,Publisher URL,/eml:eml/dataset/publisher/electronicMailAddress,"pie_im@mbl.edu"
00000-metadata.xml,Publisher E-Mail,/eml:eml/dataset/publisher/electronicMailAddress,"pie_im@mbl.edu"
00000-metadata.xml,Resource Identifier,/eml:eml/@packageId,"knb-lter-pie.133.4"
00000-metadata.xml,Southernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,"33.331659"
00000-metadata.xml,Northernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,"33.331659"
00000-metadata.xml,Westernmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,"-79.198208"
00000-metadata.xml,Easternmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,"-79.198208"
00000-metadata.xml,Start Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,"1994-01-01"
00000-metadata.xml,End Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,"2012-12-31"
00000-metadata.xml,Author / Originator,/eml:eml/dataset/creator,"Plum Island Ecosystems LTER Program Jim Morris Dept of Biological Sciences University of SC Columbia SC 29208 USA"
00000-metadata.xml,Author / Originator,/eml:eml/dataset/creator,"Plum Island Ecosystems LTER Program Karen Sundberg Baruch Marine Field Laboratory University of SC PO Box 1630 Georgetown SC 29442 USA"
00000-metadata.xml,Originating Organization,/eml:eml/dataset/creator/organizationName,"Plum Island Ecosystems LTER Program"
00000-metadata.xml,Originating Organization,/eml:eml/dataset/creator/organizationName,"Plum Island Ecosystems LTER Program"
00000-metadata.xml,Author / Originator Identifier,/eml:eml/dataset/creator/@id,"pers-1"
00000-metadata.xml,Author / Originator Identifier,/eml:eml/dataset/creator/@id,"pers-2"
00000-metadata.xml,Bounding Box,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,"-79.198208 -79.198208 33.331659 33.331659"
00000-metadata.xml,Contributor Name,/eml:eml/dataset/associatedParty,"Warren Hankinson additional investigator"
00000-metadata.xml,Resource Format,/eml:eml/dataset/dataTable/physical/dataFormat,"1 \r\n column ,"
