Record,XPath,Content
00000-metadata.xml,/eml:eml/@packageId,"knb-lter-bnz.53.18"
00000-metadata.xml,/eml:eml/@scope,"system"
00000-metadata.xml,/eml:eml/@system,"knb"
00000-metadata.xml,/eml:eml/@xsi:schemaLocation,"eml://ecoinformatics.org/eml-2.1.0 http://nis.lternet.edu/schemas/EML/eml-2.1.0/eml.xsd"
00000-metadata.xml,/eml:eml/access/@authSystem,"knb"
00000-metadata.xml,/eml:eml/access/@order,"allowFirst"
00000-metadata.xml,/eml:eml/access/@scope,"document"
00000-metadata.xml,/eml:eml/access/allow/principal,"uid=BNZ,o=lter,dc=ecoinformatics,dc=org"
00000-metadata.xml,/eml:eml/access/allow/permission,"all"
00000-metadata.xml,/eml:eml/access/allow/principal,"public"
00000-metadata.xml,/eml:eml/access/allow/permission,"read"
00000-metadata.xml,/eml:eml/dataset/shortName,"knb-lter-bnz.53.18"
00000-metadata.xml,/eml:eml/dataset/title,"Soil respiration measurements along climate and black spruce productivity gradients in interior Alaska"
00000-metadata.xml,/eml:eml/dataset/creator/individualName/givenName,"Evan"
00000-metadata.xml,/eml:eml/dataset/creator/individualName/givenName,"S."
00000-metadata.xml,/eml:eml/dataset/creator/individualName/surName,"Kane"
00000-metadata.xml,/eml:eml/dataset/creator/positionName,"Affiliate Scientist"
00000-metadata.xml,/eml:eml/dataset/creator/address/deliveryPoint,"Michigan State University Dept. of Plant Biology"
00000-metadata.xml,/eml:eml/dataset/creator/address/city,"East Lansing"
00000-metadata.xml,/eml:eml/dataset/creator/address/administrativeArea,"MI"
00000-metadata.xml,/eml:eml/dataset/creator/address/postalCode,"48824"
00000-metadata.xml,/eml:eml/dataset/creator/address/country,"United States"
00000-metadata.xml,/eml:eml/dataset/creator/phone,"(907) 474-7471"
00000-metadata.xml,/eml:eml/dataset/creator/phone/@phonetype,"voice"
00000-metadata.xml,/eml:eml/dataset/creator/electronicMailAddress,"citezenkane@gmail.com"
00000-metadata.xml,/eml:eml/dataset/creator/organizationName,"Bonanza Creek LTER"
00000-metadata.xml,/eml:eml/dataset/creator/address/deliveryPoint,"Boreal Ecology Cooperative Research Unit"
00000-metadata.xml,/eml:eml/dataset/creator/address/deliveryPoint,"University of Alaska Fairbanks"
00000-metadata.xml,/eml:eml/dataset/creator/address/deliveryPoint,"P.O. Box 756780"
00000-metadata.xml,/eml:eml/dataset/creator/address/city,"Fairbanks"
