Record,XPath,Content
daac.ornl.gov_mercury_harvest_1.xml,/metadata,"xmlns:mercury='http://purl.org/ornl/schema/mercury/terms/v1.0' WOOD, E.F.15 Minute Stream Flow Data: USGS (FIFE) http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1http://daac.ornl.gov/mercury_harvest/1.xmlhttp://daac.ornl.gov/mercury_harvest/1.xmlhttp://daac.ornl.gov//FIFE/guides/15_min_strm_flow.htmlmetadataThe Fifteen Minute Stream Flow Data from the USGS Data Set contains 15 minute stream flow data from the USGS station located 2.9 miles upstream from the mouth of Kings Creek. The record extends from April 1, 1979 through September 2, 1988. The purpose of this data set was to provide accurate measurements of the stream flow from Kings Creek so that a water budget analysis for the northwest quadrant of the FIFE study area could be performed. The stilling pipe installed at the USGS station operates on the principle that the water level in a standpipe at a specific location within a stream bed can be converted to a volume of water in the stream bed. The tracking of the change in stream height with time then enables the calculation of stream flow. 1984122519880304Complete As appropriate-96.6-96.639.139.1Parameter_Sensor_SourceDISCHARGE/FLOW|STILLING WELL|SURFACE WATER WEIRSTAGE HEIGHT|STILLING WELL|SURFACE WATER WEIRParameterDISCHARGE/FLOWSTAGE HEIGHTSourceSURFACE WATER WEIRSURFACE WATER WEIRSensorSTILLING WELLSTILLING WELLPlace KeywordsKONZA PRAIRIE USAWOOD, E.F.6.1.10.8 Contact Electronic Mail: INTERNET > xsl:value-of select=x_tags/Data_Originator/Investigator/Email disable-output-escaping=yes />The Oak Ridge National Laboratory (ORNL) Distributed Active Archive Center (DAAC)ORNL DAAC User Services Office Oak Ridge National Laboratory Oak Ridge, Tennessee 37831 USA FAX: +1(865)574-4665+1(865)241-39526.1.10.8 Contact Electronic Mail: INTERNET > ornldaac@ornl.govhttp://daac.ornl.gov/PUBLICWood, E. F. 1994. 15 Minute Stream Flow Data: USGS (FIFE). Data set. Available on-line [http://www.daac.ornl.gov] from Oak Ridge National Laboratory Distributed Active Archive Center, Oak Ridge, Tennessee, U.S.A. Also published in D. E. Strebel, D. R. Landis, K. F. Huemmrich, and B. W. Meeson (eds.), Collected Data of the First ISLSCP Field Experiment, Vol. 1: Surface Observations and Non-Image Data Sets. CD-ROM. National Aeronautics and Space Administration, Goddard Space Flight Center, Greenbelt, Maryland, U.S.A. (available from http://www.daac.ornl.gov). doi:10.3334/ORNLDAAC/120081202ORNL DAAC StaffORNL DAAC Staff+1(865)241-3952ornldaac@ornl.govFGDC Content Standard for Digital Geospatial MetadataCreated 2016 10 4 21 30 01 1469631001 by 160.91.11.44KONZA PRAIRIE USA-96.6-96.639.139.1EOSDISHYDROLOGYSTREAM DYNAMICSAQUATIC PROPERTIESDISCHARGE/FLOWSTILLING WELLSURFACE WATER WEIRSURFACE WATERHYDROSPHERESTAGE HEIGHTSTILLING WELLSURFACE WATER WEIRSURFACE WATERHYDROSPHEREFIFESURFACE WATER WEIR|STILLING WELL|DISCHARGE/FLOWSURFACE WATER WEIR|STILLING WELL|STAGE HEIGHTWOOD, E.F.http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=115 Minute Stream Flow Data: USGS (FIFE) http://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html15 Minute Stream Flow Data: USGS (FIFE) /home/web/mercury/write_mercury_xml.plmercury21.dtdornldaac@ornl.govORNL DAAC User Services Office Oak Ridge National Laboratory Oak Ridge, Tennessee 37831 USA FAX: +1(865)574-4665+1(865)241-39521FIFE_STRM_15Mhttp://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html15 Minute Stream Flow Data: USGS (FIFE)"
daac.ornl.gov_mercury_harvest_1.xml,/metadata/idinfo/citation/citeinfo/origin,"WOOD, E.F."
daac.ornl.gov_mercury_harvest_1.xml,/metadata/idinfo/citation/citeinfo/title,"15 Minute Stream Flow Data: USGS (FIFE)"
daac.ornl.gov_mercury_harvest_1.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1"
daac.ornl.gov_mercury_harvest_1.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov/mercury_harvest/1.xml"
daac.ornl.gov_mercury_harvest_1.xml,/metadata/idinfo/citation/citeinfo/alt_onlink,"http://daac.ornl.gov/mercury_harvest/1.xml"
daac.ornl.gov_mercury_harvest_1.xml,/metadata/idinfo/citation/citeinfo/onlink,"http://daac.ornl.gov//FIFE/guides/15_min_strm_flow.html"
daac.ornl.gov_mercury_harvest_1.xml,/metadata/idinfo/citation/citeinfo/geoform,"metadata"
daac.ornl.gov_mercury_harvest_1.xml,/metadata/idinfo/descript/abstract,"The Fifteen Minute Stream Flow Data from the USGS Data Set contains 15 minute stream flow data from the USGS station located 2.9 miles upstream from the mouth of Kings Creek. The record extends from April 1, 1979 through September 2, 1988. The purpose of this data set was to provide accurate measurements of the stream flow from Kings Creek so that a water budget analysis for the northwest quadrant of the FIFE study area could be performed. The stilling pipe installed at the USGS station operates on the principle that the water level in a standpipe at a specific location within a stream bed can be converted to a volume of water in the stream bed. The tracking of the change in stream height with time then enables the calculation of stream flow."
daac.ornl.gov_mercury_harvest_1.xml,/metadata/idinfo/timeperd/timeinfo/rngdates/begdate,"19841225"
