Collection,Dialect,Record,Concept,Content,XPath,DialectDefinition,DocumentLocation
GES_DISC,DIF,C1233768985.xml,Unknown,"http://gcmd.gsfc.nasa.gov/Aboutus/xml/dif/ http://gcmd.gsfc.nasa.gov/Aboutus/xml/dif/dif_v9.9.3.xsd",/DIF/@xsi:schemaLocation,Undefined,/DIF/@xsi:schemaLocation
GES_DISC,DIF,C1233768985.xml,Metadata Identifier,"AIRI2CCF_NRT_006",/DIF/Entry_ID,"/dif:DIF/dif:Entry_ID",/DIF/Entry_ID[1]
GES_DISC,DIF-10,C1233768985.xml,Metadata Identifier,"AIRI2CCF_NRT_006",/DIF/Entry_ID,"/dif:DIF/dif:Entry_ID",/DIF/Entry_ID[1]
GES_DISC,DIF,C1233768985.xml,Resource Title,"AIRS/Aqua L2 Near Real Time (NRT) Cloud-Cleared Infrared Radiances (AIRS+AMSU) V006 (AIRI2CCF_NRT) at GES DISC",/DIF/Entry_Title,"/dif:DIF/dif:Entry_Title",/DIF/Entry_Title[1]
GES_DISC,DIF-10,C1233768985.xml,Resource Title,"AIRS/Aqua L2 Near Real Time (NRT) Cloud-Cleared Infrared Radiances (AIRS+AMSU) V006 (AIRI2CCF_NRT) at GES DISC",/DIF/Entry_Title,"/dif:DIF/dif:Entry_Title",/DIF/Entry_Title[1]
GES_DISC,DIF,C1233768985.xml,Resource Citation,"006",/DIF/Data_Set_Citation,"/dif:DIF/dif:Data_Set_Citation",/DIF/Data_Set_Citation[1]
GES_DISC,DIF,C1233768985.xml,Role,"METADATA AUTHOR",/DIF/Personnel/Role,"/dif:DIF/dif:Personnel/dif:Role",/DIF/Personnel[1]/Role[1]
GES_DISC,DIF-10,C1233768985.xml,Role,"METADATA AUTHOR",/DIF/Personnel/Role,"/dif:DIF/dif:Personnel/dif:Role",/DIF/Personnel[1]/Role[1]
GES_DISC,DIF,C1233768985.xml,Responsibility,"METADATA AUTHOR",/DIF/Personnel/Role,"/dif:DIF/dif:Personnel/dif:Role",/DIF/Personnel[1]/Role[1]
GES_DISC,DIF-10,C1233768985.xml,Responsibility,"METADATA AUTHOR",/DIF/Personnel/Role,"/dif:DIF/dif:Personnel/dif:Role",/DIF/Personnel[1]/Role[1]
GES_DISC,DIF-10,C1233768985.xml,Party,"METADATA AUTHOR",/DIF/Personnel/Role,"/dif:DIF/dif:Personnel/dif:Role",/DIF/Personnel[1]/Role[1]
GES_DISC,DIF,C1233768985.xml,First Name,"ED",/DIF/Personnel/First_Name,"/dif:DIF/dif:Personnel/dif:First_Name",/DIF/Personnel[1]/First_Name[1]
GES_DISC,DIF-10,C1233768985.xml,First Name,"ED",/DIF/Personnel/First_Name,"/dif:DIF/dif:Personnel/dif:First_Name",/DIF/Personnel[1]/First_Name[1]
GES_DISC,DIF,C1233768985.xml,Last Name,"ESFANDIARI",/DIF/Personnel/Last_Name,"/dif:DIF/dif:Personnel/dif:Last_Name",/DIF/Personnel[1]/Last_Name[1]
