Record,Concept,XPath,Content
53c7e664e4b0194841642527.xml,Resource Title,/metadata/idinfo/citation/citeinfo/title,"2011 UMRS Color Infrared Aerial Photo Mosaic - Mississippi River, Pool 25"
53c7e664e4b0194841642527.xml,Resource Creation/Revision Date,/metadata/idinfo/citation/citeinfo/pubdate,"20120702"
53c7e664e4b0194841642527.xml,Abstract,/metadata/idinfo/descript/abstract,"The Upper Mississippi River Restoration-Environmental Management Program (UMRR-EMP) partnered with the U.S. Fish and Wildlife Service (USFWS) Region 3 to collect 2011 digital color infrared (CIR) aerial photography of Pools 14 - Open River South, Mississippi River and Pools Dresden - Lockport, Illinois River at 16”/pixel using a mapping-grade Applanix DSS439 digital aerial camera. The photography shall be at a minimum accuracy of 5-10 meters and allow for the development of orthorectified photo mosaics by U.S. Geological Survey – Upper Midwest Environmental Sciences Center (USGS-UMESC) for all or portions of the coverage area. The flights occurred during times of peak vegetation biomass, typically from late August through early September. The primary use of this photography is for the development of Land Cover / Land Use (LCU) databases of the UMRS by the USGS-UMESC. The photography and LCU databases are used in support of all stages of HREP project development and monitoring. In addition, the photography and maps are used for research and monitoring efforts conducted by the LTRM component in support of UMRR-EMP. The imagery is served over the internet as orthorectified pool mosaics by USGS-UMESC."
53c7e664e4b0194841642527.xml,Theme Keyword,/metadata/idinfo/keywords/theme/themekey,"aerial imagery"
53c7e664e4b0194841642527.xml,Keyword Vocabulary,/metadata/idinfo/keywords/theme/themekt,"None"
53c7e664e4b0194841642527.xml,Metadata Contact,/metadata/metainfo/metc/cntinfo,"John C Nelson U.S. Geological Survey, Midwest Region Biologist mailing address 2630 Fanta Reed Road La Crosse WI 54603 US 608-781-6370 608-783-6066 jcnelson@usgs.gov"
53c7e664e4b0194841642527.xml,Resource Contact,/metadata/idinfo/ptcontac,"U.S. Geological Survey, Midwest Region John C Nelson Biologist mailing address 2630 Fanta Reed Road La Crosse WI 54603 US 608-781-6370 608-783-6066 jcnelson@usgs.gov"
53c7e664e4b0194841642527.xml,Organization Name,/metadata/idinfo/citation/citeinfo/origin,"John C Nelson"
53c7e664e4b0194841642527.xml,Phone,/metadata/distinfo/distrib/cntinfo/cntvoice,"608-781-6370"
53c7e664e4b0194841642527.xml,Phone,/metadata/metainfo/metc/cntinfo/cntvoice,"608-781-6370"
53c7e664e4b0194841642527.xml,Author,/metadata/idinfo/citation/citeinfo/origin,"John C Nelson"
53c7e664e4b0194841642527.xml,Publication Date,/metadata/idinfo/citation/citeinfo/pubdate,"20120702"
53c7e664e4b0194841642527.xml,Presentation Form,/metadata/idinfo/citation/citeinfo/geoform,"remote-sensing image"
53c7e664e4b0194841642527.xml,Resource Citation,/metadata/idinfo/citation/citeinfo,"John C Nelson 20120702 2011 UMRS Color Infrared Aerial Photo Mosaic - Mississippi River, Pool 25 remote-sensing image http://www.umesc.usgs.gov/data_library/photographs/2010_photo_mosaics.html"
53c7e664e4b0194841642527.xml,Purpose,/metadata/idinfo/descript/purpose,"In 1989, UMESC and the Upper Mississippi River Restoration-Environmental Management Program (UMRR-EMP) began collecting aerial photos of the Upper Mississippi River System (UMRS) from Cairo, IL to Minneapolis, MN and the Illinois River from its confluence with the Mississippi near Grafton, IL upstream to Joliet, IL. In years past the extent was road/railroad to road/railroad. Starting in 2000, the area photographed was expanded to base-of-bluff to base-of-bluff. The data are stored in Universal Transverse Mercator (UTM) projection, zone 15 and North American Datum 1983 (NAD83)."
53c7e664e4b0194841642527.xml,Lineage Statement,/metadata/dataqual/lineage,"Development of the data set by the agency / individuals identified in the 'Originator' element in the Identification Info section of the record. Unknown"
53c7e664e4b0194841642527.xml,Southernmost Latitude,/metadata/idinfo/spdom/bounding/southbc,"38.978215"
53c7e664e4b0194841642527.xml,Northernmost Latitude,/metadata/idinfo/spdom/bounding/northbc,"39.465991"
53c7e664e4b0194841642527.xml,Westernmost Longitude,/metadata/idinfo/spdom/bounding/westbc,"-90.930374"
53c7e664e4b0194841642527.xml,Easternmost Longitude,/metadata/idinfo/spdom/bounding/eastbc,"-90.642105"
53c7e664e4b0194841642527.xml,Author / Originator,/metadata/idinfo/citation/citeinfo/origin,"John C Nelson"
53c7e664e4b0194841642527.xml,Originating Organization,/metadata/idinfo/citation/citeinfo/origin,"John C Nelson"
53c7e664e4b0194841642527.xml,URL,/metadata/idinfo/citation/citeinfo/onlink,"http://www.umesc.usgs.gov/data_library/photographs/2010_photo_mosaics.html"
53c7e664e4b0194841642527.xml,Metadata Modified Date,/metadata/metainfo/metd,"20150217"
